"","pmid","year","labels","phrase","highest_pvalue","group"
"782",9389899,1997,1996,"""all but significant""",0.01,"<0.05"
"785",9461233,1998,1996,"""all but significant""",0.05,">=0.05-0.15"
"786",9480955,1998,1996,"""all but significant""",0.05,">=0.05-0.15"
"788",9493670,1997,1996,"""all but significant""",0.04,"<0.05"
"790",9527749,1998,1996,"""all but significant""",0.002,"<0.05"
"791",9550532,1998,1996,"""all but significant""",0.05,">=0.05-0.15"
"792",9581027,1998,1996,"""all but significant""",0.002,"<0.05"
"793",9583842,1998,1996,"""all but significant""",0.05,">=0.05-0.15"
"794",9596289,1998,1996,"""all but significant""",0.05,">=0.05-0.15"
"797",9626153,1998,1996,"""all but significant""",0.003,"<0.05"
"798",9637806,1998,1996,"""all but significant""",0.001,"<0.05"
"799",9673744,1998,1996,"""all but significant""",0.007,"<0.05"
"800",9688710,1998,1996,"""all but significant""",0.001,"<0.05"
"803",9699905,1998,1996,"""all but significant""",0.01,"<0.05"
"804",9701178,1998,1996,"""all but significant""",0.008,"<0.05"
"805",9702927,1998,1996,"""all but significant""",1e-04,"<0.05"
"806",9702927,1998,1996,"""all but significant""",0.001,"<0.05"
"807",9702927,1998,1996,"""all but significant""",1e-04,"<0.05"
"808",9710334,1998,1996,"""all but significant""",0.05,">=0.05-0.15"
"809",9715686,1998,1996,"""all but significant""",0.05,">=0.05-0.15"
"812",9723268,1998,1996,"""all but significant""",0.01,"<0.05"
"813",9734728,1998,1996,"""all but significant""",0.05,">=0.05-0.15"
"815",9747962,1998,1996,"""all but significant""",0.05,">=0.05-0.15"
"817",9763649,1998,1996,"""all but significant""",0.05,">=0.05-0.15"
"818",9763649,1998,1996,"""all but significant""",0.05,">=0.05-0.15"
"819",9782179,1998,1996,"""all but significant""",0.05,">=0.05-0.15"
"820",9797628,1998,1996,"""all but significant""",0.0033,"<0.05"
"821",9798443,1998,1996,"""all but significant""",0.01,"<0.05"
"822",9799030,1998,1996,"""all but significant""",0.001,"<0.05"
"823",9808602,1998,1996,"""all but significant""",0.01,"<0.05"
"826",9825365,1998,1996,"""all but significant""",0.02,"<0.05"
"828",9828753,1998,1996,"""all but significant""",0.041,"<0.05"
"829",9828753,1998,1996,"""all but significant""",0.001,"<0.05"
"830",9851957,1998,1996,"""all but significant""",0.05,">=0.05-0.15"
"833",9895384,1999,1999,"""all but significant""",0.05,">=0.05-0.15"
"834",9951668,1999,1999,"""all but significant""",0.004,"<0.05"
"840",10072695,1999,1999,"""all but significant""",0.005,"<0.05"
"841",10087357,1999,1999,"""all but significant""",0.0295,"<0.05"
"844",10195918,1999,1999,"""all but significant""",0.028,"<0.05"
"850",10233115,1999,1999,"""all but significant""",0.05,">=0.05-0.15"
"851",10329975,1999,1999,"""all but significant""",0.05,">=0.05-0.15"
"852",10333345,1999,1999,"""all but significant""",0.05,">=0.05-0.15"
"857",10362041,1999,1999,"""all but significant""",0.05,">=0.05-0.15"
"858",10365011,1999,1999,"""all but significant""",0.01,"<0.05"
"868",10406103,1999,1999,"""all but significant""",0.01,"<0.05"
"872",10475482,1999,1999,"""all but significant""",0.02,"<0.05"
"873",10485988,1999,1999,"""all but significant""",1e-04,"<0.05"
"874",10515398,1999,1999,"""all but significant""",0.01,"<0.05"
"876",10518847,1999,1999,"""all but significant""",0.003,"<0.05"
"877",10521386,1999,1999,"""all but significant""",0.02,"<0.05"
"879",10554688,1999,1999,"""all but significant""",0.05,">=0.05-0.15"
"881",10562774,1999,1999,"""all but significant""",0.044,"<0.05"
"886",10586152,1999,1999,"""all but significant""",0.007,"<0.05"
"887",10589807,1999,1999,"""all but significant""",0.05,">=0.05-0.15"
"889",10600916,1999,1999,"""all but significant""",0.05,">=0.05-0.15"
"890",10612483,1999,1999,"""all but significant""",0.05,">=0.05-0.15"
"894",10647074,2000,1999,"""all but significant""",0.05,">=0.05-0.15"
"897",10678277,2000,1999,"""all but significant""",1e-04,"<0.05"
"898",10694140,2000,1999,"""all but significant""",0.08,">=0.05-0.15"
"900",10701660,2000,1999,"""all but significant""",1e-04,"<0.05"
"906",10751277,2000,1999,"""all but significant""",1e-04,"<0.05"
"907",10760843,1999,1999,"""all but significant""",0.048,"<0.05"
"908",10760843,1999,1999,"""all but significant""",0.048,"<0.05"
"910",10780128,2000,1999,"""all but significant""",0.05,">=0.05-0.15"
"911",10794332,2000,1999,"""all but significant""",0.01,"<0.05"
"912",10805666,2000,1999,"""all but significant""",0.0033,"<0.05"
"915",10831163,2000,1999,"""all but significant""",0.04,"<0.05"
"918",10837840,2000,1999,"""all but significant""",0.001,"<0.05"
"919",10852763,2000,1999,"""all but significant""",0.05,">=0.05-0.15"
"924",10892523,2000,1999,"""all but significant""",0.041,"<0.05"
"929",10910003,2000,1999,"""all but significant""",0.05,">=0.05-0.15"
"930",10910008,2000,1999,"""all but significant""",0.05,">=0.05-0.15"
"931",10912845,2000,1999,"""all but significant""",0.001,"<0.05"
"936",10926627,2000,1999,"""all but significant""",0.01,"<0.05"
"937",10926646,2000,1999,"""all but significant""",0.05,">=0.05-0.15"
"938",10926659,2000,1999,"""all but significant""",0.05,">=0.05-0.15"
"939",10933351,2000,1999,"""all but significant""",0.04,"<0.05"
"940",10934653,2000,1999,"""all but significant""",0.01,"<0.05"
"941",10934653,2000,1999,"""all but significant""",0.01,"<0.05"
"945",10950441,2000,1999,"""all but significant""",0.03,"<0.05"
"947",10957661,2000,1999,"""all but significant""",0.003,"<0.05"
"950",10998478,2000,1999,"""all but significant""",1e-04,"<0.05"
"954",11023140,2000,1999,"""all but significant""",0.01,"<0.05"
"955",11044426,2000,1999,"""all but significant""",0.001,"<0.05"
"956",11045963,2000,1999,"""all but significant""",0.02,"<0.05"
"957",11052960,2000,1999,"""all but significant""",0.05,">=0.05-0.15"
"958",11053502,2000,1999,"""all but significant""",0.05,">=0.05-0.15"
"964",11110932,2000,1999,"""all but significant""",0.01,"<0.05"
"970",11133616,2001,1999,"""all but significant""",0.05,">=0.05-0.15"
"972",11153594,2000,1999,"""all but significant""",0.002,"<0.05"
"973",11170909,2001,1999,"""all but significant""",0.03,"<0.05"
"978",11281611,2001,1999,"""all but significant""",0.05,">=0.05-0.15"
"980",11299267,2001,1999,"""all but significant""",0.01,"<0.05"
"981",11315503,2001,1999,"""all but significant""",0.01,"<0.05"
"986",11359657,2001,1999,"""all but significant""",0.05,">=0.05-0.15"
"987",11369502,2001,1999,"""all but significant""",0.01,"<0.05"
"990",11397890,2001,1999,"""all but significant""",0.05,">=0.05-0.15"
"993",11422108,2001,1999,"""all but significant""",2e-04,"<0.05"
"994",11426093,2001,1999,"""all but significant""",0.035,"<0.05"
"996",11450709,2001,1999,"""all but significant""",0.05,">=0.05-0.15"
"997",11479166,2001,1999,"""all but significant""",0.05,">=0.05-0.15"
"998",11483229,2001,1999,"""all but significant""",0.01,"<0.05"
"1000",11500251,2001,1999,"""all but significant""",0.05,">=0.05-0.15"
"1003",11523755,2001,1999,"""all but significant""",0.01,"<0.05"
"1005",11524609,2001,1999,"""all but significant""",0.01,"<0.05"
"1007",11535320,2001,1999,"""all but significant""",0.02,"<0.05"
"1011",11574343,2001,1999,"""all but significant""",0.018,"<0.05"
"1012",11574343,2001,1999,"""all but significant""",0.004,"<0.05"
"1013",11575684,2001,1999,"""all but significant""",0.05,">=0.05-0.15"
"1015",11590117,2001,1999,"""all but significant""",0.001,"<0.05"
"1017",11641358,2001,1999,"""all but significant""",0.04,"<0.05"
"1019",11699397,2001,1999,"""all but significant""",0.01,"<0.05"
"1024",11725183,2001,1999,"""all but significant""",0.01,"<0.05"
"1025",11741553,2001,1999,"""all but significant""",0.05,">=0.05-0.15"
"1028",11758798,2001,1999,"""all but significant""",0.01,"<0.05"
"1029",11770479,2001,1999,"""all but significant""",0.05,">=0.05-0.15"
"1030",11773207,2002,2002,"""all but significant""",0.05,">=0.05-0.15"
"1033",11815322,2002,2002,"""all but significant""",1e-04,"<0.05"
"1037",11867387,2002,2002,"""all but significant""",0.05,">=0.05-0.15"
"1038",11872681,2002,2002,"""all but significant""",0.001,"<0.05"
"1039",11873024,2002,2002,"""all but significant""",5e-04,"<0.05"
"1040",11873028,2002,2002,"""all but significant""",0.001,"<0.05"
"1042",11882929,2002,2002,"""all but significant""",0.05,">=0.05-0.15"
"1045",11919119,2002,2002,"""all but significant""",0.025,"<0.05"
"1052",11932132,2002,2002,"""all but significant""",0.024,"<0.05"
"1059",11976805,2002,2002,"""all but significant""",0.001,"<0.05"
"1063",12000411,2002,2002,"""all but significant""",2.1e-05,"<0.05"
"1064",12002961,2002,2002,"""all but significant""",0.01,"<0.05"
"1065",12031745,2002,2002,"""all but significant""",0.05,">=0.05-0.15"
"1071",12057714,2002,2002,"""all but significant""",0.008,"<0.05"
"1074",12068304,2002,2002,"""all but significant""",0.05,">=0.05-0.15"
"1075",12072586,2002,2002,"""all but significant""",0.001,"<0.05"
"1077",12081816,2002,2002,"""all but significant""",0.001,"<0.05"
"1078",12081819,2002,2002,"""all but significant""",0.01,"<0.05"
"1079",12086366,2002,2002,"""all but significant""",0.05,">=0.05-0.15"
"1080",12095667,2002,2002,"""all but significant""",0.01,"<0.05"
"1083",12118866,2002,2002,"""all but significant""",0.05,">=0.05-0.15"
"1084",12131543,2002,2002,"""all but significant""",0.01,"<0.05"
"1085",12131888,2002,2002,"""all but significant""",0.01,"<0.05"
"1086",12141832,2002,2002,"""all but significant""",0.01,"<0.05"
"1087",12145006,2002,2002,"""all but significant""",0.05,">=0.05-0.15"
"1088",12147149,2002,2002,"""all but significant""",0.007,"<0.05"
"1090",12150228,2002,2002,"""all but significant""",0.001,"<0.05"
"1091",12152004,2002,2002,"""all but significant""",0.05,">=0.05-0.15"
"1093",12169322,2002,2002,"""all but significant""",0.04,"<0.05"
"1095",12225705,2002,2002,"""all but significant""",0.01,"<0.05"
"1097",12350438,2002,2002,"""all but significant""",0.05,">=0.05-0.15"
"1099",12357041,2002,2002,"""all but significant""",0.05,">=0.05-0.15"
"1100",12357479,2002,2002,"""all but significant""",0.05,">=0.05-0.15"
"1101",12357479,2002,2002,"""all but significant""",0.05,">=0.05-0.15"
"1103",12373268,2002,2002,"""all but significant""",0.02,"<0.05"
"1104",12373268,2002,2002,"""all but significant""",0.05,">=0.05-0.15"
"1105",12373268,2002,2002,"""all but significant""",0.01,"<0.05"
"1107",12374449,2002,2002,"""all but significant""",0.01,"<0.05"
"1113",12412676,2002,2002,"""all but significant""",0.03,"<0.05"
"1114",12414200,2002,2002,"""all but significant""",1e-04,"<0.05"
"1115",12421891,2002,2002,"""all but significant""",0.03,"<0.05"
"1117",12426215,2002,2002,"""all but significant""",0.017,"<0.05"
"1118",12429856,2002,2002,"""all but significant""",0.001,"<0.05"
"1123",12483417,2003,2002,"""all but significant""",0.002,"<0.05"
"1125",12499496,2002,2002,"""all but significant""",0.002,"<0.05"
"1126",12499978,2003,2002,"""all but significant""",0.006,"<0.05"
"1127",12503706,2002,2002,"""all but significant""",0.04,"<0.05"
"1130",12518249,2002,2002,"""all but significant""",0.001,"<0.05"
"1131",12542933,2002,2002,"""all but significant""",0.01,"<0.05"
"1135",12589450,2003,2002,"""all but significant""",0.05,">=0.05-0.15"
"1139",12620438,2003,2002,"""all but significant""",0.047,"<0.05"
"1140",12630494,2002,2002,"""all but significant""",0.012,"<0.05"
"1141",12638395,2003,2002,"""all but significant""",0.005,"<0.05"
"1142",12660513,2003,2002,"""all but significant""",0.044,"<0.05"
"1143",12663287,2003,2002,"""all but significant""",0.048,"<0.05"
"1144",12669745,2003,2002,"""all but significant""",0.06,">=0.05-0.15"
"1145",12671113,2003,2002,"""all but significant""",0.03,"<0.05"
"1146",12679353,2003,2002,"""all but significant""",0.05,">=0.05-0.15"
"1147",12686794,2003,2002,"""all but significant""",0.0188,"<0.05"
"1151",12716672,2003,2002,"""all but significant""",0.001,"<0.05"
"1152",12733733,2003,2002,"""all but significant""",1e-04,"<0.05"
"1157",12749433,2003,2002,"""all but significant""",1e-04,"<0.05"
"1160",12760624,2003,2002,"""all but significant""",0.05,">=0.05-0.15"
"1163",12766243,2003,2002,"""all but significant""",0.05,">=0.05-0.15"
"1164",12766243,2003,2002,"""all but significant""",0.05,">=0.05-0.15"
"1165",12783161,2003,2002,"""all but significant""",0.001,"<0.05"
"1166",12791625,2003,2002,"""all but significant""",0.006,"<0.05"
"1169",12809958,2003,2002,"""all but significant""",0.025,"<0.05"
"1172",12824258,2003,2002,"""all but significant""",0.046,"<0.05"
"1173",12829196,2003,2002,"""all but significant""",0.041,"<0.05"
"1181",12907530,2003,2002,"""all but significant""",0.05,">=0.05-0.15"
"1184",12923410,2003,2002,"""all but significant""",0.001,"<0.05"
"1185",12923800,2003,2002,"""all but significant""",0.019,"<0.05"
"1186",12925626,2003,2002,"""all but significant""",0.034,"<0.05"
"1188",12942977,2003,2002,"""all but significant""",0.001,"<0.05"
"1192",12953345,2003,2002,"""all but significant""",0.029,"<0.05"
"1193",12954421,2003,2002,"""all but significant""",0.05,">=0.05-0.15"
"1194",12959636,2003,2002,"""all but significant""",1e-04,"<0.05"
"1195",12960722,2003,2002,"""all but significant""",0.05,">=0.05-0.15"
"1198",12969017,2003,2002,"""all but significant""",4e-04,"<0.05"
"1199",12970274,2003,2002,"""all but significant""",0.045,"<0.05"
"1200",12972844,2003,2002,"""all but significant""",0.0265,"<0.05"
"1201",13129466,2003,2002,"""all but significant""",0.01,"<0.05"
"1202",13129466,2003,2002,"""all but significant""",0.01,"<0.05"
"1203",14499226,2003,2002,"""all but significant""",0.001,"<0.05"
"1204",14506079,2004,2002,"""all but significant""",0.01,"<0.05"
"1206",14516062,2003,2002,"""all but significant""",0.001,"<0.05"
"1207",14555566,2003,2002,"""all but significant""",0.05,">=0.05-0.15"
"1209",14568488,2003,2002,"""all but significant""",0.0015,"<0.05"
"1210",14568488,2003,2002,"""all but significant""",0.0015,"<0.05"
"1214",14613924,2004,2002,"""all but significant""",0.05,">=0.05-0.15"
"1216",14622075,2003,2002,"""all but significant""",0.001,"<0.05"
"1217",14645009,2004,2002,"""all but significant""",0.037,"<0.05"
"1221",14668277,2003,2002,"""all but significant""",0.03,"<0.05"
"1223",14672246,2003,2002,"""all but significant""",0.009,"<0.05"
"1224",14678133,2003,2002,"""all but significant""",0.001,"<0.05"
"1226",14688112,2004,2002,"""all but significant""",0.005,"<0.05"
"1227",14692964,2004,2002,"""all but significant""",0.035,"<0.05"
"1231",14735178,2004,2002,"""all but significant""",0.05,">=0.05-0.15"
"1233",14739727,2003,2002,"""all but significant""",0.05,">=0.05-0.15"
"1235",14748819,2004,2002,"""all but significant""",0.05,">=0.05-0.15"
"1237",14757454,2004,2002,"""all but significant""",0.001,"<0.05"
"1238",14759453,2004,2002,"""all but significant""",0.041,"<0.05"
"1239",14762749,2004,2002,"""all but significant""",0.05,">=0.05-0.15"
"1240",14764753,2004,2002,"""all but significant""",0.001,"<0.05"
"1242",14996698,2004,2002,"""all but significant""",1e-04,"<0.05"
"1243",15022297,2004,2002,"""all but significant""",0.005,"<0.05"
"1247",15056575,2004,2002,"""all but significant""",0.05,">=0.05-0.15"
"1248",15058690,2003,2002,"""all but significant""",0.001,"<0.05"
"1249",15059710,2004,2002,"""all but significant""",0.02,"<0.05"
"1250",15059786,2004,2002,"""all but significant""",0.05,">=0.05-0.15"
"1251",15060508,2004,2002,"""all but significant""",0.05,">=0.05-0.15"
"1252",15073275,2004,2002,"""all but significant""",0.05,">=0.05-0.15"
"1253",15076238,2004,2002,"""all but significant""",0.007,"<0.05"
"1255",15083779,2004,2002,"""all but significant""",0.01,"<0.05"
"1257",15112907,2004,2002,"""all but significant""",0.006,"<0.05"
"1259",15114031,2004,2002,"""all but significant""",0.05,">=0.05-0.15"
"1263",15161453,2004,2002,"""all but significant""",0.05,">=0.05-0.15"
"1265",15167598,2004,2002,"""all but significant""",0.029,"<0.05"
"1266",15182272,2004,2002,"""all but significant""",0.006,"<0.05"
"1267",15191588,2004,2002,"""all but significant""",0.05,">=0.05-0.15"
"1268",15213034,2004,2002,"""all but significant""",0.02,"<0.05"
"1276",15272683,2004,2002,"""all but significant""",0.01,"<0.05"
"1277",15281332,2004,2002,"""all but significant""",0.008,"<0.05"
"1281",15301777,2004,2002,"""all but significant""",0.05,">=0.05-0.15"
"1283",15311106,2004,2002,"""all but significant""",0.001,"<0.05"
"1284",15319676,2004,2002,"""all but significant""",0.025,"<0.05"
"1290",15358439,2005,2005,"""all but significant""",0.023,"<0.05"
"1291",15361375,2004,2002,"""all but significant""",0.028,"<0.05"
"1292",15362960,2004,2002,"""all but significant""",0.05,">=0.05-0.15"
"1294",15377394,2004,2002,"""all but significant""",0.004,"<0.05"
"1295",15377693,2004,2002,"""all but significant""",0.05,">=0.05-0.15"
"1296",15380022,2004,2002,"""all but significant""",0.03,"<0.05"
"1301",15489386,2004,2002,"""all but significant""",0.05,">=0.05-0.15"
"1302",15489386,2004,2002,"""all but significant""",0.05,">=0.05-0.15"
"1303",15502050,2004,2002,"""all but significant""",0.005,"<0.05"
"1305",15502741,2004,2002,"""all but significant""",0.009,"<0.05"
"1306",15502741,2004,2002,"""all but significant""",0.027,"<0.05"
"1311",15526811,2004,2002,"""all but significant""",0.02,"<0.05"
"1312",15531005,2004,2002,"""all but significant""",0.05,">=0.05-0.15"
"1313",15531172,2004,2002,"""all but significant""",0.0034,"<0.05"
"1314",15562376,2005,2005,"""all but significant""",0.0058,"<0.05"
"1315",15572415,2005,2005,"""all but significant""",0.04,"<0.05"
"1317",15580055,2004,2002,"""all but significant""",0.029,"<0.05"
"1322",15610918,2004,2002,"""all but significant""",0.04,"<0.05"
"1323",15610918,2004,2002,"""all but significant""",0.05,">=0.05-0.15"
"1324",15613407,2005,2005,"""all but significant""",0.04,"<0.05"
"1325",15613407,2005,2005,"""all but significant""",0.04,"<0.05"
"1333",15683456,2005,2005,"""all but significant""",0.5,">=0.15"
"1334",15683456,2005,2005,"""all but significant""",0.05,">=0.05-0.15"
"1336",15690558,2004,2002,"""all but significant""",0.003,"<0.05"
"1338",15705991,2005,2005,"""all but significant""",0.001,"<0.05"
"1339",15718862,2005,2005,"""all but significant""",0.03,"<0.05"
"1340",15741266,2005,2005,"""all but significant""",0.0045,"<0.05"
"1341",15752951,2005,2005,"""all but significant""",0.001,"<0.05"
"1343",15757860,2005,2005,"""all but significant""",0.01,"<0.05"
"1345",15788107,2005,2005,"""all but significant""",0.05,">=0.05-0.15"
"1347",15791917,2005,2005,"""all but significant""",0.05,">=0.05-0.15"
"1348",15793181,2005,2005,"""all but significant""",0.012,"<0.05"
"1350",15796632,2005,2005,"""all but significant""",0.05,">=0.05-0.15"
"1352",15831694,2005,2005,"""all but significant""",0.004,"<0.05"
"1353",15831802,2005,2005,"""all but significant""",0.01,"<0.05"
"1354",15834926,2005,2005,"""all but significant""",0.05,">=0.05-0.15"
"1355",15842977,2005,2005,"""all but significant""",0.05,">=0.05-0.15"
